ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto
1712939003.8746,CuSvRH3EHAIWycdxW2,10.30.234.230,38368,52.74.246.135,80,tcp,http,14.747031,9807,419,SF,T,F,0,ShADaTdfF,15,11714,13,1127,-,6
1712939019.09451,Cx1bbTyom3JgBX1o1,10.30.234.230,39044,34.111.192.2,80,tcp,http,10.59593,199,7202,SF,T,F,0,ShADTadfF,18,1768,12,7842,-,6
1712939027.22032,CZuBLX3sMSsk7Yqhq,10.30.234.230,49828,52.74.233.44,80,tcp,http,11.07917,3386,151,SF,T,F,0,ShADTadfrF,14,8762,9,607,-,6
1712939067.47389,CPYWL23uJSpUhkvkuk,10.30.224.195,52404,2.20.13.201,80,tcp,http,5.591468,164,417,SF,T,F,0,ShADadFfR,6,428,5,629,-,6
1712938997.75382,CKIygt3WzVSrCNmORd,10.30.234.230,40294,18.136.160.78,80,tcp,http,79.822736,2367,93,SF,T,F,0,ShADadfF,12,3019,6,413,-,6
1712938867.10269,CrvUOr3GE1Szu7xbn9,10.30.222.137,50634,14.22.7.140,80,tcp,http,306.977473,1060,291,SF,T,F,0,ShADTadfF,15,5028,5,559,-,6
1712939132.07312,CMAxwh23EGsMN77Il7,10.30.222.137,40026,103.82.219.84,80,tcp,http,90.363035,766,300,SF,T,F,0,ShADTadfF,12,2930,4,516,-,6
1712939153.85446,CbmUsZw6got2EyPEd,10.30.222.137,37180,103.235.46.40,80,tcp,http,74.422899,158,1248,RSTO,T,F,0,ShADTadfR,14,1534,7,1628,-,6
1712939259.93332,CAWIIJYUgH130pwVa,10.30.222.137,57742,47.251.5.25,8742,tcp,http,18.827735,493,281,SF,T,F,0,ShADaFdfR,11,1037,5,549,-,6
1712939260.05167,CRyGcq4TTn3aOvv3fd,10.30.222.137,57746,47.251.5.25,8742,tcp,http,21.147232,210,318,SF,T,F,0,ShADTaFdf,6,748,7,690,-,6
1712939275.44489,CaZWtX351R6dRmHSp9,10.30.234.230,39356,13.251.240.16,80,tcp,http,7.046773,10021,418,SF,T,F,0,ShADTadfF,22,21194,13,1102,-,6
1712939277.72816,CHXmtJ3C5ESgprBoqc,10.30.238.223,46528,54.76.6.111,80,tcp,http,9.432436,628,690,SF,T,F,0,ShADadFf,9,1112,6,1010,-,6
1712939295.96269,C6caBB3eHdrIizwBek,10.30.224.195,52530,104.21.65.115,80,tcp,http,7.473488,161,976,SF,T,F,0,ShADTadFf,9,718,6,1240,-,6
1712939269.63157,CYHFi43Egdy3O2QSzf,10.30.222.137,51570,23.237.60.122,80,tcp,http,36.45896,676,322,SF,T,F,0,ShADTadfF,18,4332,6,650,-,6
1712939264.68789,CBdyvM30xGHLcL1dx,10.30.222.137,51566,23.237.60.122,80,tcp,http,41.402986,677,623,SF,T,F,0,ShADadfF,13,1369,5,891,-,6
1712939245.675,C6TqCt4cWb7kfh1rob,10.30.222.137,45206,104.26.6.35,2082,tcp,http,60.586281,2898,3337,SF,T,F,0,ShADadFf,13,3582,10,3865,-,6
1712939369.8425,CMnhEV1T11AQEElhi7,10.30.222.137,57828,47.251.5.25,8742,tcp,http,17.823133,493,281,SF,T,F,0,ShADTaFdft,6,1306,8,994,-,6
1712939376.73937,CWgPcZ20sN3Z8S3Yu8,10.30.222.137,57826,47.251.5.25,8742,tcp,http,19.449041,296,282,SF,T,F,0,ShADaFfRt,9,760,4,780,-,6
1712939405.31374,CbQRyE4Erc89QH1CV6,10.30.224.195,52599,192.9.228.30,8080,tcp,http,0.733895,338,188,RSTO,T,F,0,ShADadfR,6,590,5,400,-,6
1712939384.95192,C4GRFY2sDQNuB8EgIi,10.30.222.137,57830,47.251.5.25,8742,tcp,http,32.479974,208,363,SF,T,F,0,ShADTaFf,13,1516,4,587,-,6
1712939461.23428,Cj9nyT1P3bAqxQDaba,10.30.234.230,36720,52.220.74.156,80,tcp,http,22.817832,3460,151,SF,T,F,0,ShADTadfFr,11,5782,7,499,-,6
1712939461.23427,C3DBS9414ApMjPabS9,10.30.234.230,36724,52.220.74.156,80,tcp,http,22.817893,3464,151,SF,T,F,0,ShADTadfFr,16,10382,9,619,-,6
1712939489.45902,C0WAQIcwJhlaLtJvl,10.30.222.137,36258,8.219.89.234,80,tcp,http,25.277365,818,899,SF,T,F,0,ShADTadfF,16,4120,5,1175,-,6
1712939245.57689,CzJ5aoIOJb3HecRYj,10.30.234.230,58918,18.141.76.255,80,tcp,http,307.105102,2111,93,SF,T,F,0,ShADTadfF,17,7233,5,361,-,6
1712939401.38434,CYElEE3TBsU6Q2o6V2,10.30.222.137,47450,103.82.219.81,80,tcp,http,177.908284,607,296,SF,T,F,0,ShADTadfF,19,4646,6,632,-,6
1712939510.29643,CTsb0F2eFn0MKPmXu3,10.30.222.137,54854,156.236.118.52,12371,tcp,http,69.470416,174,178,SF,T,F,0,ShADadFf,10,702,8,602,-,6
1712939512.35334,CorvSk2UtiHijuRgD2,10.30.222.137,60430,128.1.248.178,12370,tcp,http,67.41476,173,177,SF,T,F,0,ShADadFf,9,553,7,469,-,6
1712939601.67342,CHycSb1eHL2UJ0K36l,10.30.222.137,51782,23.237.60.122,80,tcp,http,30.250439,678,9487,SF,T,F,0,ShADTadfF,23,3932,11,10067,-,6
1712939355.47298,CT6FWhwGLDvAArTa3,10.30.222.137,45282,104.26.6.35,2082,tcp,http,276.684694,2898,3334,SF,T,F,0,ShADadFf,13,3582,10,3862,-,6
1712939643.74607,Ctqev98IaMRXteQTe,10.30.222.137,58000,47.251.5.25,8742,tcp,http,20.119493,208,363,SF,T,F,0,ShADaFfRt,11,772,5,1357,-,6
1712939650.55199,CDhyT64WkxlgiBhHd,10.30.222.137,57996,47.251.5.25,8742,tcp,http,21.563568,296,282,SF,T,F,0,ShADTaFdfR,14,1896,5,558,-,6
1712939658.81219,CqzyZz28xLAHEGBi31,10.30.222.137,58002,47.251.5.25,8742,tcp,http,18.37524,210,318,SF,T,F,0,ShADaFdft,5,478,9,1430,-,6
1712939652.39973,ChQXjY2BxtteXQqtw2,10.30.222.137,51832,23.237.60.122,80,tcp,http,90.026556,680,9577,SF,T,F,0,ShADadfF,20,1744,11,10157,-,6
1712939660.20417,CpQmXW1rS5UkD1si2b,10.30.222.137,45490,104.26.6.35,2082,tcp,http,82.455082,2898,3338,SF,T,F,0,ShADadFf,13,3582,11,3918,-,6
1712939779.2696,C8czLJ48Cci6WKizj,10.30.222.137,58108,47.251.5.25,8742,tcp,http,17.525989,210,318,SF,T,F,0,ShADaFft,4,426,6,1274,-,6
1712939555.74613,CqHHEqfxssWsMDHcb,10.30.234.230,41378,54.179.163.104,80,tcp,http,307.583612,9997,419,SF,T,F,0,ShADadfF,21,11113,12,1051,-,6
1712939817.3632,ChEdy9vArAIMT8Dga,10.30.234.230,35470,49.0.204.153,80,tcp,http,110.203062,1448,154,SF,T,F,0,ShADadfF,12,2080,5,422,-,6
1712939759.76014,C7XYWd2W2OIbJ5AI8,10.30.222.137,45552,104.26.6.35,2082,tcp,http,1.038122,2898,3342,S1,T,F,0,ShADadt,11,3490,10,3870,-,6
1712939830.65688,CB7jBH1AnihUKdQUKb,10.30.222.137,55112,156.236.118.52,12371,tcp,http,300.963881,174,178,SF,T,F,0,ShADadFf,24,1430,22,1330,-,6
1712939832.78358,Cl2mlG3RZneCQ6lmw7,10.30.222.137,60688,128.1.248.178,12370,tcp,http,300.897226,173,178,SF,T,F,0,ShADadFf,25,1193,23,1110,-,6
1712939854.02903,CeKBDt1GP6zZGPvOOc,10.30.222.137,35106,23.237.196.50,80,tcp,http,303.976438,613,520,SF,T,F,0,ShADTadfF,15,3240,5,788,-,6
1712939885.03299,Cbe8aA2qG6ZOpd6l36,10.30.222.137,40820,119.147.179.152,80,tcp,http,308.536326,1060,291,SF,T,F,0,ShADadfF,12,1692,5,559,-,6
1712940350.62922,CpYmjL3r35qny8PSM2,10.30.234.230,57648,54.254.212.114,80,tcp,http,33.458427,3436,151,SF,T,F,0,ShADadfrF,9,3912,7,499,-,6
1712940414.0919,CWn1ZZ34TC1dZhdWOd,10.30.234.230,52264,52.220.190.165,80,tcp,http,8.543569,3460,151,SF,T,F,0,ShADadfFr,11,4048,9,579,-,6
1712940444.12408,CSsFrW3CQ2ji5GqkEh,10.30.234.230,37026,52.220.74.156,80,tcp,http,30.030385,3436,151,SF,T,F,0,ShADTadfFr,20,12010,10,679,-,6
1712940625.69746,CtKX6U3jC3KIJ2M5O9,10.30.234.230,53826,94.74.90.138,80,tcp,http,9.069165,3985,182,SF,T,F,0,ShADaTdfF,12,5722,9,670,-,6
1712940708.63673,CMvC014iTBwzpu9w64,10.30.224.195,53168,152.199.19.161,80,tcp,http,8.799098,351,584,SF,T,F,0,ShADTadfFRt,12,1581,7,1484,-,6
1712940859.8361,CZ1IsQ3997swiDbjki,10.30.222.137,61003,192.229.221.95,80,tcp,http,1.644474,206,1868,SF,T,F,0,ShADadfF,6,458,6,2120,-,6
1712941205.39431,Ca6YZw3UCtGiC4VVaf,10.30.224.195,53274,2.20.13.201,80,tcp,http,6.963381,371,828,SF,T,F,0,ShADadfF,10,795,8,1160,-,6
1712941235.11142,C6c4c6l1htYbbbzEb,10.30.222.137,59398,41.175.223.8,80,tcp,http,2.201136,97,160,SF,T,F,0,ShADadfF,5,309,5,372,-,6
1712941254.10245,C8kkir2H8d4sLNPjkg,10.30.234.230,50702,52.74.233.44,80,tcp,http,30.039188,3448,151,SF,T,F,0,ShADTadfrF,15,9120,8,559,-,6
1712941428.76641,CivQOL1QNRkrnmCTWk,10.30.222.137,59496,34.104.35.123,80,tcp,http,5.088773,399,589,SF,T,F,0,ShADTadfFt,9,1206,7,1494,-,6
1712941432.89543,CYibuE25GgFV8mL0X2,10.30.254.172,49463,41.175.223.8,80,tcp,http,2.434439,111,168,SF,T,F,0,ShADadfF,7,415,5,380,-,6
1712941433.52104,Cpvwpl3yOZNHnFWdqe,10.30.254.172,49468,34.107.221.82,80,tcp,http,4.203992,303,298,SF,T,F,0,ShADadfF,7,619,5,510,-,6
1712941459.02442,C1QgBs3ssoeX1NOyEd,10.30.254.172,49550,34.107.221.82,80,tcp,http,6.63147,305,216,SF,T,F,0,ShADadfF,8,661,6,468,-,6
1712941564.32892,CE0HaZ2AtNLb6A3H72,10.30.222.137,59772,47.251.5.25,8742,tcp,http,20.426915,210,318,SF,T,F,0,ShADaFfRt,10,722,5,904,-,6
1712941299.47804,C3Jqta1Fe1DLlsKBR1,10.30.222.137,52524,208.95.112.1,80,tcp,http,308.242226,216,542,SF,T,F,0,ShADadfF,14,968,5,810,-,6
1712941363.41199,CZEEXa1IybnoEk56Qi,10.30.222.137,49182,103.82.219.81,80,tcp,http,5.554003,613,296,S3,T,F,0,ShADadf,6,941,4,512,-,6
1712941865.33875,CxfvXe19O95CI0PBTk,10.30.222.137,60090,47.251.5.25,8742,tcp,http,17.503772,208,363,SF,T,F,0,ShADTaFdf,7,996,7,743,-,6
1712941865.30119,CPLEU72m6KTlS4oDt5,10.30.222.137,60088,47.251.5.25,8742,tcp,http,21.183361,493,281,SF,T,F,0,ShADTaFdfR,16,2784,6,609,-,6
1712941865.11369,CPNCCn3EdxCAajJ1Db,10.30.222.137,60086,47.251.5.25,8742,tcp,http,36.032723,296,282,SF,T,F,0,ShADTaFf,14,2224,4,518,-,6
1712941977.7281,CY4gL71OJgUChJXD3f,10.30.222.137,42464,103.82.219.84,80,tcp,http,14.862061,687,300,SF,T,F,0,ShADadfF,12,1331,6,620,-,6
1712941984.09992,CreCl74hgyj7djtEh2,10.30.222.137,47724,103.82.219.45,80,tcp,http,8.550942,790,470,SF,T,F,0,ShADTadfF,7,1952,5,738,-,6
1712942105.53533,CVlcUp1UBNLJpFZQYf,10.30.222.137,59769,152.199.19.161,80,tcp,http,1.18086,351,813,SF,T,F,0,ShADadfF,6,603,5,1025,-,6
1712942152.56868,CwbnBx1d9aEJyQ4LFj,10.30.222.137,59785,192.229.221.95,80,tcp,http,11.978366,284,87201,SF,T,F,0,ShADTadtfF,37,2072,66,91313,-,6
1712941920.83256,CypCwP2Nxbz0smKAw,10.30.222.137,47594,104.26.6.35,2082,tcp,http,1.322031,2898,3340,S1,T,F,0,ShADad,11,3478,10,3868,-,6
1712942012.7412,CFTiDA18f5SOrZPdFe,10.30.222.137,57130,156.236.118.52,12371,tcp,http,301.034382,174,178,SF,T,F,0,ShADadFf,25,1482,23,1382,-,6
1712942015.85781,CCFZIadE31t9XlRz2,10.30.222.137,34502,128.1.248.178,12370,tcp,http,300.921391,173,178,SF,T,F,0,ShADadFf,25,1193,23,1110,-,6
1712942024.36436,CHCioP1IJbCPWsbe5e,10.30.222.137,38594,8.219.89.234,80,tcp,http,303.357445,649,290,SF,T,F,0,ShADadfF,11,1229,4,506,-,6
1712942369.94698,CpANsq3MM88YDdYsvb,10.30.222.137,33842,180.188.25.47,80,tcp,http,7.532705,661,4276,SF,T,F,0,ShADadfF,8,1093,7,4648,-,6
1712942101.43179,CPyVLN3mtG2h3RwL71,10.30.234.230,37514,52.220.74.156,80,tcp,http,304.363073,1730,151,SF,T,F,0,ShADadfF,14,2482,5,419,-,6
1712942104.05417,Cqw5oc3b4MdxaENFnd,10.30.234.230,36160,49.0.204.153,80,tcp,http,302.616662,2028,1105,SF,T,F,0,ShADadfF,14,2772,6,1425,-,6
1712942417.92536,CGvSIo1e1CuoEKDWIe,10.30.222.137,42946,119.147.179.152,80,tcp,http,153.943732,1018,291,SF,T,F,0,ShADTadfF,14,3790,5,559,-,6
1712942583.34261,CLhiES3KAOUsp8okV8,10.30.222.137,60360,47.251.5.25,8742,tcp,http,16.838198,493,281,SF,T,F,0,ShADaFdfR,11,1045,5,549,-,6
1712942583.44835,CAY7Q41zItRqF8ipT2,10.30.222.137,60364,47.251.5.25,8742,tcp,http,17.291521,210,318,SF,T,F,0,ShADaFdfRt,13,842,8,1378,-,6
1712942679.41976,CPxOquFZ6ZFtexQJ,10.30.224.195,53759,104.21.47.99,80,tcp,http,1.015873,109,2038,SF,T,F,0,ShADadfFR,8,441,5,2250,-,6
1712942683.91214,CxHSBN1SGAk2ff99fb,10.30.222.137,60446,47.251.5.25,8742,tcp,http,17.030258,208,363,SF,T,F,0,ShADaFdfRt,12,780,8,1513,-,6
1712942683.94967,Cpwg5i2jr8m0dC3505,10.30.222.137,60448,47.251.5.25,8742,tcp,http,19.694171,210,318,SF,T,F,0,ShADaFfRt,7,566,4,852,-,6
1712942683.82809,CxbyLt2Q2kaaY8INJ8,10.30.222.137,60444,47.251.5.25,8742,tcp,http,30.378455,493,281,SF,T,F,0,ShADTaFfRt,9,1450,5,557,-,6
1712942769.87878,CI2FUMwunyIdIp9Va,10.30.222.137,49684,92.122.225.226,80,tcp,http,4.147382,309,816,SF,T,F,0,ShADadfF,5,521,5,1028,-,6
1712942740.94876,CoBVGk1iKE7Zn4aV6c,10.30.222.137,42788,103.82.219.84,80,tcp,http,165.119704,691,300,SF,T,F,0,ShADTadfF,16,4295,5,576,-,6
1712942716.19849,C0PGqh2yE14al7HFM4,10.30.222.137,54280,23.237.60.122,80,tcp,http,189.870375,682,9494,SF,T,F,0,ShADadfF,18,1626,11,10074,-,6
1712942721.19777,Ch9Sxd31JBxxB6OE48,10.30.222.137,50064,103.82.219.81,80,tcp,http,184.871196,611,296,SF,T,F,0,ShADTadfF,12,2465,4,512,-,6
1712942670.0639,CRXU171JpZSbHy1Mxk,10.30.222.137,47988,103.82.219.45,80,tcp,http,302.409169,792,470,SF,T,F,0,ShADadfF,11,1372,4,686,-,6
1712942693.08874,Cewf6ByQhHzBaMim5,10.30.222.137,54272,23.237.60.122,80,tcp,http,302.598256,680,322,SF,T,F,0,ShADadfF,12,1320,4,538,-,6
1712942699.16769,C7q7kE4gIVLV2EmuS2,10.30.222.137,47928,104.26.6.35,2082,tcp,http,301.945181,2898,3359,SF,T,F,0,ShDadATFf,13,3582,12,4003,-,6
1712943005.26104,CkY03m2liIaETRj2g,10.30.224.195,53897,129.146.193.240,8080,tcp,http,0.595628,338,188,RSTO,T,F,0,ShADadfR,6,590,5,400,-,6
1712943008.70641,CZ8BWPpVEWIKGNiD1,10.30.222.137,42882,103.82.219.84,80,tcp,http,62.840937,685,300,SF,T,F,0,ShADadfF,12,1317,5,568,-,6
1712942977.62951,CVvSUz2XLMOmVQzChd,10.30.222.137,48124,103.82.219.45,80,tcp,http,93.918123,704,454,SF,T,F,0,ShADadfF,11,1284,4,670,-,6
1712943036.73591,CNUoL63TIHLtSwJ17,10.30.222.137,50174,103.82.219.81,80,tcp,http,34.811826,603,296,SF,T,F,0,ShADadfF,11,1183,4,512,-,6
1712942988.66982,CPDbkz489jTY7dqVpc,10.30.222.137,37484,23.237.196.50,80,tcp,http,82.878013,617,520,SF,T,F,0,ShADTadfF,19,4097,6,848,-,6
1712943005.27856,C5q2k73OLeKdtWVRe7,10.30.222.137,43174,14.22.7.199,80,tcp,http,71.500019,1059,291,SF,T,F,0,ShADadfF,12,1699,4,507,-,6
1712942929.36976,CImIhs3T8fRCMRGLX1,10.30.222.137,34826,128.1.248.178,12370,tcp,http,147.704948,173,177,SF,T,F,0,ShADadFf,15,793,13,709,-,6
1712942926.50845,CxHFhG25tnquIJVR4c,10.30.222.137,57462,156.236.118.52,12371,tcp,http,150.567836,174,178,SF,T,F,0,ShADadFf,15,962,13,862,-,6
1712943102.61949,CWueD13kp2jQ6SBkmc,10.30.234.230,54410,94.74.90.138,80,tcp,http,9.588911,14757,299,SF,T,F,0,ShADaTTdfF,24,25893,17,1299,-,6
1712943131.96215,CP3zjr3FcMdnDVN1ql,10.30.222.137,37562,23.237.196.50,80,tcp,http,10.856327,615,520,SF,T,F,0,ShADTadfF,10,1774,6,840,-,6
1712943128.33688,Cmatan4xgW2NKSUL4i,10.30.222.137,60632,47.251.5.25,8742,tcp,http,17.201315,210,318,SF,T,F,0,ShADTaFdfR,14,1338,7,698,-,6
1712943128.07277,Cke7Dq1ZWv6ics9nUi,10.30.222.137,60626,47.251.5.25,8742,tcp,http,19.248035,296,282,SF,T,F,0,ShADTaFdfR,14,1616,6,610,-,6
1712943143.26642,CW3ERz4dILuMmDDK14,10.30.222.137,60628,47.251.5.25,8742,tcp,http,15.805166,493,281,SF,T,F,0,ShADaFdft,4,709,9,1319,-,6
1712943309.2394,CDRLYF3hZTLt5DGHp1,10.30.234.230,54568,94.74.90.138,80,tcp,http,5.984707,3985,182,SF,T,F,0,ShADaTdfF,12,5722,9,670,-,6
1712943406.40668,C8761R3nN7erXLYUbg,10.30.222.137,49756,151.101.62.172,80,tcp,http,4.20418,249,7537,SF,T,F,0,ShADadfF,8,581,10,7949,-,6
1712943410.61075,CMUFt84fl61rvqprTd,10.30.222.137,49760,151.101.62.172,80,tcp,http,7.019414,498,7569,SF,T,F,0,ShADTadfrFr,14,1355,14,8165,-,6
1712943420.13659,CGYUO42wOlFJW2ukL4,10.30.222.137,49769,192.229.221.95,80,tcp,http,4.285252,236,758,SF,T,F,0,ShADadfF,7,540,5,970,-,6
1712943143.84495,CXB60z45FwwMfAlfOi,10.30.222.137,48114,104.26.6.35,2082,tcp,http,1.500221,2898,3336,S1,T,F,0,ShADad,11,3478,10,3864,-,6
1712943459.84085,CCnCV91Mg9K9P9lGo,10.30.222.137,49785,151.101.62.172,80,tcp,http,3.459731,249,7587,SF,T,F,0,ShADadfF,9,633,9,7959,-,6
1712943162.45871,CtYfMY1Mo78uZ7BECi,10.30.222.137,53688,208.95.112.1,80,tcp,http,302.61632,216,542,SF,T,F,0,ShADadfF,12,848,5,810,-,6
1712943162.98646,CilKgbke7DdOuJeac,10.30.222.137,54480,23.237.60.122,80,tcp,http,306.095143,678,9493,SF,T,F,0,ShADadfF,18,1622,11,10073,-,6
1712943198.54647,CDwrcp3F9DJLcxxtbb,10.30.222.137,37600,23.237.196.50,80,tcp,http,308.546208,617,520,SF,T,F,0,ShADTadfF,16,3324,4,736,-,6
1712943210.14707,CyjrMC1j1ytdu8lOx6,10.30.222.137,48240,103.82.219.45,80,tcp,http,301.948605,786,470,SF,T,F,0,ShADadfF,12,1418,5,738,-,6
1712943209.06269,CevMlrzc17Ednzzb6,10.30.222.137,50272,103.82.219.81,80,tcp,http,303.756012,615,296,SF,T,F,0,ShADadfF,11,1195,4,512,-,6
1712943233.08945,CmQvRh4fj0dmaWRmtf,10.30.222.137,48260,103.82.219.45,80,tcp,http,5.590756,684,454,S3,T,F,0,ShADTadf,7,1740,5,722,-,6
1712943541.68409,Cb3bT91cIzGYVxnNE7,10.30.222.137,49813,151.101.62.172,80,tcp,http,2.39889,498,7539,SF,T,F,0,ShADadfrFr,9,870,12,8031,-,6
1712943253.07151,C1vn2rVVh7f8a3hXd,10.30.222.137,57654,156.236.118.52,12371,tcp,http,300.987883,174,178,SF,T,F,0,ShADadFf,25,1482,23,1382,-,6
1712943255.23768,CcZHYY1zyFMOSo6kK9,10.30.222.137,35008,128.1.248.178,12370,tcp,http,300.957676,173,177,SF,T,F,0,ShADadFf,22,1073,20,989,-,6
1712943422.26788,CIMkgx3rqoppsdqkNf,10.30.234.230,36540,49.0.204.153,80,tcp,http,135.426575,1432,154,SF,T,F,0,ShADTadfF,19,9596,6,490,-,6
1712943377.86774,CgO5fR6K9gXOa7lvf,10.30.222.137,53732,14.22.7.140,80,tcp,http,261.485311,1017,291,SF,T,F,0,ShADTadfF,12,2666,5,559,-,6
1712943655.78478,CPj7Cf3pPN46w8uaud,10.30.222.137,54630,23.237.60.122,80,tcp,http,32.018463,679,623,SF,T,F,0,ShADTadfF,15,2833,5,891,-,6
1712943655.78438,C2MuUn2gCSUx7hnxL7,10.30.222.137,54628,23.237.60.122,80,tcp,http,32.023731,678,322,SF,T,F,0,ShADTadfF,18,4342,6,650,-,6
1712943684.13602,CtJO5428rWavA7eXlh,10.30.222.137,49837,92.123.48.153,80,tcp,http,7.552584,774,2626,SF,T,F,0,ShADadfF,10,1210,7,2918,-,6
1712943702.57168,Cyk4ev1kDLsJSJNDg9,10.30.234.230,54686,94.74.90.138,80,tcp,http,3.423322,4012,182,SF,T,F,0,ShADaTdfF,10,5664,7,554,-,6
1712943701.87313,CJjnxa1kg0nwwI5N4g,10.30.222.137,60830,47.251.5.25,8742,tcp,http,17.793666,208,363,SF,T,F,0,ShADaFft,4,424,5,994,-,6
1712943701.49607,CyEAcV1e6jsBbnbnfa,10.30.222.137,60826,47.251.5.25,8742,tcp,http,23.922502,296,282,SF,T,F,0,ShADTaFft,13,1876,5,840,-,6
1712943745.43903,C3NTH73FstuYapJqbh,10.30.222.137,48428,103.82.219.45,80,tcp,http,27.850938,698,454,SF,T,F,0,ShADTadfF,16,3632,6,782,-,6
1712943751.56733,CjYz5x2YmiuuNXZZLb,10.30.222.137,53888,208.95.112.1,80,tcp,http,21.722857,216,542,SF,T,F,0,ShADTadfF,12,1064,5,810,-,6
1712943749.37887,CUw5I6125eHXXdym6i,10.30.222.137,53882,208.95.112.1,80,tcp,http,24.036643,216,542,SF,T,F,0,ShADadfF,12,848,5,810,-,6
1712943806.44741,Cij1RN1J7gpK40KlKc,10.30.222.137,48370,104.26.6.35,2082,tcp,http,30.34382,2898,3354,SF,T,F,0,ShADdaFf,14,3634,11,3934,-,6
1712943873.00454,C0GrxO1laxoiShUzv6,10.30.222.137,60958,47.251.5.25,8742,tcp,http,17.764783,493,281,SF,T,F,0,ShADaFdfR,11,1045,5,549,-,6
1712943872.47423,C3PJGSVb6maffgEj7,10.30.222.137,60956,47.251.5.25,8742,tcp,http,21.378623,296,282,SF,T,F,0,ShADTaFdfR,15,1948,6,618,-,6
1712943897.15265,CTM1U31mm9Qbws3rXh,10.30.222.137,48456,104.26.6.35,2082,tcp,http,6.25293,2898,3344,SF,T,F,0,ShADadFf,13,3582,10,3872,-,6
1712943957.77612,ChJMSUUT1ml803YPd,10.30.222.137,32784,47.251.5.25,8742,tcp,http,16.631191,208,363,SF,T,F,0,ShADaFdfRt,11,740,8,1513,-,6
1712943957.83627,CgP7mB4mLaWA6T4Z11,10.30.222.137,32786,47.251.5.25,8742,tcp,http,17.254129,210,318,SF,T,F,0,ShADaFdft,4,426,9,1430,-,6
1712943957.77521,C6wX3y21aL84CQX0y5,10.30.222.137,32782,47.251.5.25,8742,tcp,http,18.382364,493,281,SF,T,F,0,ShADaFfRt,9,945,5,1111,-,6
1712943976.64728,C1Rx862YtLwB5g7ZDe,10.30.222.137,48506,104.26.6.35,2082,tcp,http,19.308096,2898,3334,SF,T,F,0,ShADadFf,13,3582,11,3914,-,6
1712944041.88578,Cr9qqY2w23fRWJYXFe,10.30.224.195,54293,192.229.221.95,80,tcp,http,3.316784,254,1265,RSTO,T,F,0,ShADadfR,7,546,5,1477,-,6
1712944047.15245,C38Uez1u2waBxHBep9,10.30.222.137,48560,104.26.6.35,2082,tcp,http,46.873038,2898,3340,SF,T,F,0,ShADadFf,14,3634,10,3868,-,6
1712944125.23221,Ca8vnOxEarJMHCTbk,10.30.222.137,32878,47.251.5.25,8742,tcp,http,18.294403,296,282,SF,T,F,0,ShADaFdft,5,572,9,1322,-,6
1712944125.90852,CatzRc3aCwdbxPExh9,10.30.222.137,32886,47.251.5.25,8742,tcp,http,21.24653,210,318,SF,T,F,0,ShADTaFdf,10,1376,7,706,-,6
1712944176.51421,C9cWOY1Vrra2I6KS8h,10.30.222.137,48598,104.26.6.35,2082,tcp,http,37.063828,2898,3346,SF,T,F,0,ShADadFf,13,3582,11,3926,-,6
1712944242.36339,CsdIAT10fwiZsHLVWa,10.30.222.137,35304,180.188.25.47,80,tcp,http,6.98821,661,4276,SF,T,F,0,ShADadfF,9,1153,7,4648,-,6
1712944235.92875,CPtRzc92Q8NxICyR7,10.30.222.137,39550,8.219.89.234,80,tcp,http,20.749952,532,267,SF,T,F,0,ShADadfF,12,1172,4,483,-,6
1712944244.9935,CBqPtxQtAyafknbIe,10.30.222.137,32942,47.251.5.25,8742,tcp,http,18.5894,208,363,SF,T,F,0,ShADaFfRt,9,660,5,994,-,6
1712944235.95602,CvV8aY3xhegWI0jOIc,10.30.222.137,54184,208.95.112.1,80,tcp,http,44.539936,216,542,SF,T,F,0,ShADTadfF,11,1012,5,810,-,6
1712944231.44674,CH3SXf20DrSeLAYGba,10.30.222.137,54152,14.22.7.140,80,tcp,http,49.049642,1133,291,SF,T,F,0,ShADadfF,11,1713,4,507,-,6
1712944222.57992,CFkKft3Z4x0pZOtJyb,10.30.222.137,48618,104.26.6.35,2082,tcp,http,58.057024,2898,3338,SF,T,F,0,ShADdaFf,13,3582,9,3814,-,6
1712944252.45138,CA8mI910P7vkK9teG7,10.30.222.137,58144,156.236.118.52,12371,tcp,http,28.322879,174,178,SF,T,F,0,ShADTadtFf,9,832,5,458,-,6
1712944255.21565,CinnCG1ZOBkJpXUu6,10.30.222.137,35486,128.1.248.178,12370,tcp,http,25.558852,173,177,SF,T,F,0,ShADadFf,8,533,5,389,-,6
1712944278.41761,CcYgka4c5uo6ByIrSf,10.30.222.137,53594,180.188.25.46,80,tcp,http,6.271712,1365,306,SF,T,F,0,ShADTadfF,9,4587,6,638,-,6
1712944308.69329,C9eiwe5giNahuIFd3,10.30.224.195,54328,2.21.98.25,80,tcp,http,1.803461,371,829,SF,T,F,0,ShADadfF,6,623,7,1121,-,6
1712944311.7961,CkYKDN1RgNNHI5yH9b,10.30.224.195,54332,2.21.98.25,80,tcp,http,7.600763,370,130750,SF,T,F,0,ShADTadfF,60,3176,99,134722,-,6
